time,vehicle,x,y,distance,speed,latency,energy
224,def.2,844.7593333333338,190.99,462.9753535777523,13.9,31.5721713810572,6.31443427621144
224,def.3,900.3593333333336,190.99,505.7418075333611,13.9,34.442403190158466,6.888480638031694
224,def.4,955.9593333333336,190.99,550.8049507346299,13.9,37.46677521708925,7.49335504341785
224,def.5,1011.5593333333335,190.99,597.6454899189356,13.9,40.610435565029235,8.122087113005847
224,def.6,1067.1593333333335,190.99,645.876837707555,13.9,43.84743877231912,8.769487754463825
224,def.7,1122.7593333333334,190.99,695.2095851998719,13.9,47.15836142281019,9.431672284562039
224,def.8,1178.3593333333333,190.99,745.425090281005,13.9,50.52852954906074,10.10570590981215
224,def.9,1233.9593333333332,190.99,796.3563794477387,13.9,53.946736875687165,10.789347375137433
225,def.0,719.659333333334,190.99,379.1271591701717,13.9,25.944775783233,5.1889551566466
225,def.1,775.259333333334,190.99,413.82953095098406,13.9,28.273794023555975,5.654758804711196
225,def.2,830.8593333333338,190.99,452.7196467503681,13.9,30.883868909420677,6.176773781884136
225,def.3,886.4593333333337,190.99,494.8110714408528,13.9,33.70879674099683,6.741759348199366
225,def.4,942.0593333333336,190.99,539.3548315229144,13.9,36.69831084046405,7.339662168092811
225,def.5,997.6593333333336,190.99,585.7917651809199,13.9,39.814883569189256,7.962976713837851
225,def.6,1053.2593333333334,190.99,633.7058229339892,13.9,43.03059214322075,8.60611842864415
225,def.7,1108.8593333333333,190.99,682.7861069816163,13.9,46.32457093836351,9.264914187672701
225,def.8,1164.4593333333332,190.99,732.7983254305223,13.9,49.681095666478,9.936219133295602
225,def.9,1220.0593333333331,190.99,783.5640520215588,13.9,53.088191410842875,10.617638282168576
226,def.0,705.759333333334,190.99,371.2466610675146,13.9,25.415883293121784,5.083176658624357
226,def.1,761.3593333333339,190.99,404.71703846075565,13.9,27.662217346359437,5.532443469271888
226,def.2,816.9593333333338,190.99,442.66285035804776,13.9,30.2089161314126,6.04178322628252
226,def.3,872.5593333333338,190.99,484.0326817000874,13.9,32.9854148792005,6.5970829758401
226,def.4,928.1593333333336,190.99,528.0223431072257,13.9,35.93774114813595,7.18754822962719
226,def.5,983.7593333333335,190.99,574.0298534807325,13.9,39.02549352219681,7.805098704439363
226,def.6,1039.3593333333333,190.99,621.6073282658256,13.9,42.218612635290306,8.443722527058062
226,def.7,1094.9593333333335,190.99,670.4206056054994,13.9,45.49467151714761,9.098934303429521
226,def.8,1150.5593333333331,190.99,720.2184573357662,13.9,48.836809217165516,9.767361843433104
226,def.9,1206.159333333333,190.99,770.8100830644195,13.9,52.23222033989392,10.446444067978785
227,def.0,691.859333333334,190.99,363.7267984175917,13.9,24.91119452467058,4.982238904934117
227,def.1,747.4593333333339,190.99,395.8829394578378,13.9,27.069324795828038,5.413864959165608
227,def.2,803.0593333333338,190.99,432.81883002065047,13.9,29.54824362554701,5.9096487251094025
227,def.3,858.6593333333337,190.99,473.41704393389915,13.9,32.272955968718065,6.454591193743614
227,def.4,914.2593333333336,190.99,516.8152236087652,13.9,35.185585477098336,7.037117095419667
227,def.5,969.8593333333336,190.99,562.3655156750319,13.9,38.242652058726975,7.648530411745395
227,def.6,1025.4593333333335,190.99,609.5856716550277,13.9,41.41179004396159,8.282358008792318
227,def.7,1081.0593333333334,190.99,658.116349100809,13.9,44.668882489987176,8.933776497997435
227,def.8,1136.6593333333333,190.99,707.6879869126255,13.9,47.99583804782721,9.599167609565443
227,def.9,1192.2593333333332,190.99,758.0964085702497,13.9,51.37895359531877,10.275790719063755
228,def.0,677.9593333333339,190.99,356.5903874481821,13.9,24.43224076833437,4.8864481536668745
228,def.1,733.5593333333339,190.99,387.3462821392654,13.9,26.496394774447342,5.299278954889469
228,def.2,789.1593333333338,190.99,423.20243401211445,13.9,28.902847920276137,5.780569584055228
228,def.3,844.7593333333338,190.99,462.9753535777523,13.9,31.5721713810572,6.31443427621144
228,def.4,900.3593333333336,190.99,505.7418075333611,13.9,34.442403190158466,6.888480638031694
228,def.5,955.9593333333336,190.99,550.8049507346299,13.9,37.46677521708925,7.49335504341785
228,def.6,1011.5593333333335,190.99,597.6454899189356,13.9,40.610435565029235,8.122087113005847
228,def.7,1067.1593333333335,190.99,645.876837707555,13.9,43.84743877231912,8.769487754463825
228,def.8,1122.7593333333334,190.99,695.2095851998719,13.9,47.15836142281019,9.431672284562039
228,def.9,1178.3593333333333,190.99,745.425090281005,13.9,50.52852954906074,10.10570590981215
229,def.0,664.0593333333338,190.99,349.8608937188864,13.9,23.980596893884993,4.796119378776999
229,def.1,719.659333333334,190.99,379.1271591701717,13.9,25.944775783233,5.1889551566466
229,def.2,775.259333333334,190.99,413.82953095098406,13.9,28.273794023555975,5.654758804711196
229,def.3,830.8593333333338,190.99,452.7196467503681,13.9,30.883868909420677,6.176773781884136
229,def.4,886.4593333333337,190.99,494.8110714408528,13.9,33.70879674099683,6.741759348199366
229,def.5,942.0593333333336,190.99,539.3548315229144,13.9,36.69831084046405,7.339662168092811
229,def.6,997.6593333333336,190.99,585.7917651809199,13.9,39.814883569189256,7.962976713837851
229,def.7,1053.2593333333334,190.99,633.7058229339892,13.9,43.03059214322075,8.60611842864415
229,def.8,1108.8593333333333,190.99,682.7861069816163,13.9,46.32457093836351,9.264914187672701
229,def.9,1164.4593333333332,190.99,732.7983254305223,13.9,49.681095666478,9.936219133295602
230,def.0,650.1593333333337,190.99,343.5622294244686,13.9,23.557867746608633,4.711573549321726
230,def.1,705.759333333334,190.99,371.2466610675146,13.9,25.415883293121784,5.083176658624357
230,def.2,761.3593333333339,190.99,404.71703846075565,13.9,27.662217346359437,5.532443469271888
230,def.3,816.9593333333338,190.99,442.66285035804776,13.9,30.2089161314126,6.04178322628252
230,def.4,872.5593333333338,190.99,484.0326817000874,13.9,32.9854148792005,6.5970829758401
230,def.5,928.1593333333336,190.99,528.0223431072257,13.9,35.93774114813595,7.18754822962719
230,def.6,983.7593333333335,190.99,574.0298534807325,13.9,39.02549352219681,7.805098704439363
230,def.7,1039.3593333333333,190.99,621.6073282658256,13.9,42.218612635290306,8.443722527058062
230,def.8,1094.9593333333335,190.99,670.4206056054994,13.9,45.49467151714761,9.098934303429521
230,def.9,1150.5593333333331,190.99,720.2184573357662,13.9,48.836809217165516,9.767361843433104
231,def.0,636.2593333333336,190.99,337.7185011521349,13.9,23.165671218264084,4.633134243652817
231,def.1,691.859333333334,190.99,363.7267984175917,13.9,24.91119452467058,4.982238904934117
231,def.2,747.4593333333339,190.99,395.8829394578378,13.9,27.069324795828038,5.413864959165608
231,def.3,803.0593333333338,190.99,432.81883002065047,13.9,29.54824362554701,5.9096487251094025
231,def.4,858.6593333333337,190.99,473.41704393389915,13.9,32.272955968718065,6.454591193743614
231,def.5,914.2593333333336,190.99,516.8152236087652,13.9,35.185585477098336,7.037117095419667
231,def.6,969.8593333333336,190.99,562.3655156750319,13.9,38.242652058726975,7.648530411745395
231,def.7,1025.4593333333335,190.99,609.5856716550277,13.9,41.41179004396159,8.282358008792318
231,def.8,1081.0593333333334,190.99,658.116349100809,13.9,44.668882489987176,8.933776497997435
231,def.9,1136.6593333333333,190.99,707.6879869126255,13.9,47.99583804782721,9.599167609565443
232,def.0,622.3593333333336,190.99,332.3537069956913,13.9,22.805617919173912,4.561123583834783
232,def.1,677.9593333333339,190.99,356.5903874481821,13.9,24.43224076833437,4.8864481536668745
