time,vehicle_id,vehicle_x,vehicle_y,speed,base_station,distance_to_bs,in_coverage,send_latency,return_latency,total_latency,energy,scenario_id,data_size,result_size
80,2,1583.19,2989.45,0.0,BS12,245.94911526573955,True,2.448137925152751,0.5240472252183428,2.972185150371094,0.5944370300742188,4,2000,300
80,3,2890.401055523384,4856.804187169093,5.969460771230265,BS5,191.28587493422222,True,3.187548658868704,0.5548118034260605,3.742360462294765,0.748472092458953,8,3000,400
80,4,1591.33,4231.34,0.0,BS39,122.76882503306773,True,2.3119357598503147,0.38815196913194944,2.7000877289822642,0.5400175457964529,4,2000,300
80,5,2427.236554341612,7516.212683922482,3.8096033302244168,BS47,184.2552379918449,True,2.144539164846808,0.4463807779956025,2.590919942842411,0.5181839885684821,3,1800,280
80,6,2320.266508240624,3734.514468136233,3.065586771327071,BS15,233.95193901872676,True,3.2343019137840767,0.6000736430496405,3.8343755568337174,0.7668751113667436,8,3000,400
80,7,818.9745589741625,6210.3680365731925,1.5145738587714732,BS55,128.627637548282,True,1.493522095994305,0.3130579229497294,1.8065800189440344,0.3613160037888069,0,1000,200
80,8,3031.45596169687,1520.7465403624383,0.0,BS53,218.1104830163592,True,1.7760203446428207,0.4380465769075184,2.214066921550339,0.44281338431006784,1,1200,220
90,0,1580.7142331000553,2344.076416732898,10.623127176291618,BS16,17.98007488689258,True,2.146925305920698,0.2700236545092542,2.416948960429952,0.4833897920859904,4,2000,300
90,1,645.5040832275854,5346.688007806416,6.49252994504074,BS27,179.9261875490477,True,3.579621132078847,0.5442088601524417,4.123829992231289,0.8247659984462579,9,3500,450
90,2,1583.19,2989.45,0.0,BS12,245.94911526573955,True,3.0725514406077488,0.5988483399496063,3.671399780557355,0.734279956111471,7,2800,380
90,3,2884.6507061556285,4856.678109521937,5.890576363375626,BS5,186.20933508482102,True,3.1677927780155195,0.5126289083098091,3.6804216863253285,0.7360843372650657,8,3000,400
90,4,1591.33,4231.34,0.0,BS39,122.76882503306773,True,2.962453693003567,0.4350251729817741,3.397478865985341,0.6794957731970683,7,2800,380
90,5,2431.3616984748296,7516.314674933763,4.126713225698694,BS47,184.32586263004183,True,3.1765691667385676,0.5254827596400862,3.7020519263786538,0.7404103852757308,8,3000,400
90,6,2321.303227119572,3739.445456204266,5.043897352344357,BS15,229.60399684722452,True,2.2674953461474425,0.4913672566790148,2.7588626028264573,0.5517725205652915,3,1800,280
90,7,815.3232217336637,6210.94798543689,3.6955485888523985,BS55,125.06907567744133,True,2.1413639729593537,0.3690186906773128,2.5103826636366664,0.5020765327273333,3,1800,280
90,8,3030.731830861702,1519.3843675082157,1.5426099300617353,BS53,219.65095900945548,True,2.5284609674009055,0.501529751061235,3.0299907184621406,0.6059981436924282,5,2200,320
90,9,1800.2174942528736,5575.137701149425,0.0,BS22,507.41610561459373,True,1.9972066669811943,0.686617400430911,2.683824067412105,0.5367648134824211,1,1200,220
100,0,1567.9040039816298,2345.781893947574,12.925129168555449,BS16,28.82424715335497,True,1.3926551189990783,0.2003299837831838,1.5929851027822621,0.31859702055645245,0,1000,200
100,1,650.4907478516211,5349.3357885925425,5.8858699768201115,BS27,185.51571612891038,True,2.1312348000274195,0.44490776345633304,2.5761425634837525,0.5152285126967505,3,1800,280
100,10,2172.9054947526233,5111.39203898051,0.0,BS56,59.87934318566574,True,1.3877735215667812,0.26515034383597214,1.6529238654027534,0.3305847730805507,0,1000,200
100,2,1583.19,2989.45,0.0,BS12,245.94911526573955,True,2.5180348502546046,0.5138493469841894,3.031884197238794,0.6063768394477589,5,2200,320
100,3,2877.5411510663853,4858.254825368342,7.281560454305477,BS5,180.8820217670157,True,2.94730570250406,0.49149761420326693,3.4388033167073266,0.6877606633414654,7,2800,380
100,4,1591.33,4231.34,0.0,BS39,122.76882503306773,True,3.4853899900051575,0.494918687152854,3.9803086771580114,0.7960617354316023,9,3500,450
100,5,2434.8064121221614,7516.399842825386,3.4460239225874094,BS47,184.45555765929305,True,3.010205257435958,0.49797605337738693,3.508181310813345,0.701636262162669,7,2800,380
100,6,2322.63577137913,3745.8276418684636,6.518946785572917,BS15,224.01631130219576,True,1.754914586253662,0.41773118963167344,2.1726457758853353,0.4345291551770671,1,1200,220
100,7,809.2692193670072,6211.924896270756,6.14627021921333,BS55,119.18955282715625,True,2.6708920196308235,0.4356433453001488,3.106535364930972,0.6213070729861945,6,2500,350
100,8,3029.349361554543,1516.7837847536218,2.9450629329076037,BS53,222.59203296162704,True,1.6936533003693284,0.43500271238368615,2.1286560127530145,0.4257312025506029,1,1200,220
100,9,1798.739263268328,5575.694519240558,1.5796687150606885,BS22,506.7011460035705,True,1.996566779395599,0.6922115914256112,2.6887783708212103,0.5377556741642421,1,1200,220
110,0,1552.718302334366,2347.8036273536554,15.321908257184859,BS16,43.18776722877186,True,2.802205996938249,0.35636216901813356,3.1585681659563827,0.6317136331912766,7,2800,380
110,1,656.2111523134408,5349.836087644948,5.74227413235946,BS27,190.46290984570263,True,2.9604435546339127,0.5406261898095033,3.501069744443416,0.7002139488886833,7,2800,380
110,10,2172.4184975356493,5109.5663305577855,1.8894453343003987,BS56,61.70512361602386,True,2.887507348089194,0.4085034682394425,3.2960108163286366,0.6592021632657273,7,2800,380
110,11,2130.8334285714286,4111.241142857143,0.0,BS15,193.43954688422818,True,1.6634983798367162,0.41940367030486453,2.082902050141581,0.4165804100283162,1,1200,220
110,2,1583.19,2989.45,0.0,BS12,245.94911526573955,True,1.6478487409942146,0.45226746441614596,2.1001162054103606,0.4200232410820721,0,1000,200
110,3,2869.017394014338,4862.3376452396105,9.82223509673237,BS5,175.89255170633373,True,2.137523662766725,0.4241746079788697,2.5616982707455946,0.512339654149119,3,1800,280
110,4,1591.33,4231.34,0.0,BS39,122.76882503306773,True,2.1542338644360894,0.39189096830859516,2.5461248327446846,0.5092249665489369,3,1800,280
110,5,2439.12512270006,7516.506619617917,4.320353297783658,BS47,184.70886716055125,True,1.9276061790582426,0.4339743093495376,2.36158048840778,0.472316097681556,2,1500,250
110,6,2323.9407242566303,3752.0776793343875,6.3839668401940735,BS15,218.59436515795562,True,2.4162461725138886,0.4978508329976617,2.9140970055115503,0.5828194011023101,4,2000,300
110,7,801.4255096478068,6213.2455518387915,7.979210474644788,BS55,111.62092385619503,True,2.258921672455211,0.3994868058991787,2.6584084783543895,0.531681695670878,4,2000,300
110,8,3027.008269599054,1512.3799232466524,4.987208833452314,BS53,227.57273067631442,True,3.198759861871389,0.5719063012590309,3.7706661631304197,0.754133232626084,8,3000,400
110,9,1795.0371714115,5577.089018302252,3.9561332076322286,BS22,504.92783948552835,True,2.479598622034984,0.7773633077339862,3.2569619297689703,0.6513923859537941,3,1800,280
120,0,1535.890358585297,2350.229181575001,17.007855439610157,BS16,59.72470322966973,True,3.438298421108574,0.4227725818034955,3.861071002912069,0.7722142005824139,9,3500,450
120,1,664.4312607695298,5350.5513630877,8.250992542563624,BS27,197.64520174843932,True,2.468361729039188,0.4828540814713879,2.951215810510576,0.5902431621021152,5,2200,320
120,10,2171.4537223618113,5105.949475882816,3.7431219056714324,BS56,65.33282915692985,True,3.062271542240137,0.4118891359204569,3.4741606781605943,0.6948321356321189,8,3000,400
120,11,2133.0325863931257,4110.770701067154,2.248031110316515,BS15,191.74541467213078,True,1.592823304999576,0.3557509879341601,1.948574292933736,0.3897148585867472,0,1000,200
120,12,804.3560332541567,6538.759026128266,0.0,BS41,276.04458105528016,True,1.9878967143256594,0.479442624224068,2.4673393385497273,0.4934678677099455,2,1500,250
120,2,1583.19,2989.45,0.0,BS12,245.94911526573955,True,2.2313266703975674,0.517028921627194,2.7483555920247613,0.5496711184049523,3,1800,280
120,3,2861.7320270125447,4871.678748999513,11.853443042184574,BS5,175.44131356442776,True,3.50506284834329,0.5651672712410999,4.07023011958439,0.8140460239168781,9,3500,450
120,4,1591.33,4231.34,0.0,BS39,122.76882503306773,True,3.435967165582555,0.5156374832566939,3.9516046488392487,0.7903209297678497,9,3500,450
120,5,2442.5889042574663,7516.592258948929,3.4650990855755657,BS47,184.98470221477984,True,3.542262973767975,0.5917200151016011,4.133982988869576,0.8267965977739152,9,3500,450
120,6,2324.562051204628,3755.0791082893656,3.0670796110252825,BS15,216.00740165062868,True,2.2279799991276112,0.4557165947904075,2.6836965939180186,0.5367393187836037,3,1800,280
120,7,791.7952793800927,6214.8878710592635,9.768561814958229,BS55,102.41224654411225,True,2.246990831223237,0.3759967576921108,2.622987588915348,0.5245975177830696,4,2000,300
120,8,3023.9326304812,1506.5942945836305,6.552008579205721,BS53,234.11662247442894,True,2.3848390797314742,0.5205675390597047,2.905406618791179,0.5810813237582358,4,2000,300
120,9,1789.8266485268664,5579.051711167411,5.5680743239820005,BS22,502.4741591557485,True,1.968405704844173,0.7095321219304033,2.6779378267745764,0.5355875653549153,1,1200,220
130,0,1516.855244987742,2353.8969643913,19.38321335558345,BS16,78.94224730479189,True,3.483551892090301,0.4426052833597735,3.9261571754500744,0.7852314350900149,9,3500,450
130,1,674.2174825694426,5351.4029143985135,9.82298999122592,BS27,206.30017326862665,True,2.201888642673503,0.43692300178695004,2.638811644460453,0.5277623288920906,3,1800,280
130,10,2170.1098916818023,5100.91157647458,5.213776424038224,BS56,70.40601689699727,True,2.423492434265641,0.37036952902122444,2.7938619632868655,0.5587723926573731,5,2200,320
130,11,2136.5787959741797,4110.0118651943185,3.6247848848812287,BS15,189.03776125771748,True,2.482536500379383,0.46694698990810296,2.949483490287486,0.5898966980574972,5,2200,320
130,12,804.6486008673326,6537.389277757488,1.399670058488846,BS41,277.4262823377463,True,3.2527802748464834,0.6280101706240439,3.8807904454705273,0.7761580890941056,8,3000,400
130,13,3173.2215102639298,1659.9897360703812,0.0,BS53,55.812850507949214,True,2.966595161223165,0.4166680572637223,3.383263218486887,0.6766526436973774,8,3000,400
130,2,1583.19,2989.45,0.0,BS12,245.94911526573955,True,2.444124719209347,0.49112844036165015,2.935253159570997,0.5870506319141995,4,2000,300
130,3,2854.3153396522503,4882.996063849831,13.604095873069365,BS5,177.0088519376373,True,1.90845544408635,0.4214944872879228,2.329949931374273,0.4659899862748546,2,1500,250
130,4,1591.33,4231.34,0.0,BS39,122.76882503306773,True,3.0433136160105665,0.4568566386059625,3.500170254616529,0.7000340509233058,8,3000,400
130,5,2446.619856820288,7516.691921146184,4.032485827395357,BS47,185.38673500622852,True,2.2021479537201083,0.41956660062260115,2.6217145543427094,0.5243429108685419,3,1800,280
130,6,2324.715849451126,3755.833452069809,0.7714324744985432,BS15,215.3583500034958,True,2.370899255813294,0.4679144126069905,2.8388136684202845,0.5677627336840569,4,2000,300
130,7,780.221088136616,6216.861709296995,11.740446435543708,BS55,91.4986806466778,True,1.4057285274179512,0.27267746927486414,1.6784059966928153,0.3356811993385631,0,1000,200
130,8,3020.0472864758276,1499.2855184945593,8.276916205347517,BS53,242.38393696608117,True,2.3567926131459864,0.4990617638963356,2.855854377042322,0.5711708754084645,4,2000,300
130,9,1782.5112589171756,5581.807262445217,7.817379168560729,BS22,499.1137491825363,True,2.267825086912674,0.7122115123042537,2.9800365992169278,0.5960073198433856,2,1500,250
140,0,1495.9637434244974,2357.9032562758907,21.273406748874425,BS16,100.10312793465603,True,2.9002711700472954,0.42548747388369,3.3257586439309854,0.6651517287861971,7,2800,380
140,1,686.5121145440485,5352.472735846259,12.34082461051891,BS27,217.314427233289,True,1.5335018152922224,0.42456697418562095,1.9580687894778435,0.39161375789556874,0,1000,200
140,10,2168.1261588634234,5093.474741953328,7.696460241544992,BS56,77.92893536764797,True,1.8374879642882,0.3196586863619488,2.157146650650149,0.4314293301300298,2,1500,250
140,11,2141.5338606219307,4108.955015741477,5.066473554586993,BS15,185.30984991904174,True,3.545562359593541,0.5667991855630803,4.112361545156621,0.8224723090313243,9,3500,450
140,12,805.2471116465082,6533.9988107101035,3.444353227247484,BS41,280.80141381372897,True,1.6166272488067421,0.4857504882508584,2.1023777370576004,0.4204755474115201,0,1000,200
140,13,3172.9036120448686,1658.292590199698,1.7275425131432711,BS53,57.104843410593986,True,1.4569973070632416,0.2276086703275817,1.6846059773908233,0.3369211954781647,0,1000,200
140,14,2180.927858197932,5812.826056129985,0.0,BS22,511.77173566042114,True,2.523465076723975,0.753455667391152,3.276920744115127,0.6553841488230254,3,1800,280
140,2,1583.19,2989.45,0.0,BS12,245.94911526573955,True,3.23936258541084,0.5862679847573454,3.8256305701681854,0.7651261140336372,8,3000,400
140,3,2849.52155135009,4893.566578593457,11.60771618627115,BS5,180.87161541093425,True,3.5608193765252882,0.587159806539412,4.147979183064701,0.8295958366129401,9,3500,450
140,4,1591.33,4231.34,0.0,BS39,122.76882503306773,True,2.154229394655064,0.39557912667961587,2.54980852133468,0.509961704266936,3,1800,280
140,5,2451.1226891153256,7516.85439517517,4.507928171718158,BS47,185.98906106054383,True,1.9791306815268763,0.38722837915545333,2.3663590606823295,0.4732718121364659,2,1500,250
140,6,2324.7520045701117,3756.010784320072,0.18134948570596113,BS15,215.20588561932468,True,2.5584445352340874,0.4917915439469024,3.0502360791809897,0.610047215836198,5,2200,320
140,7,767.2074271728836,6220.037141903603,13.46495669693686,BS55,79.79468658610466,True,2.0514752575455515,0.3431634120428782,2.3946386695884296,0.47892773391768595,3,1800,280
140,8,3015.3448483216066,1490.439694934437,10.01756511379499,BS53,252.39075881310364,True,1.760644931072797,0.43032698919639295,2.19097192026919,0.43819438405383804,1,1200,220
140,9,1773.1261655227988,5585.342427005824,10.029108155635186,BS22,494.950008129106,True,3.2621933798836724,0.8397793384089525,4.101972718292625,0.8203945436585252,7,2800,380
150,0,1473.7257870401627,2362.174773245139,22.642698623926194,BS16,122.67195901276406,True,2.902637801457356,0.4676987780613422,3.370336579518698,0.6740673159037396,7,2800,380
150,1,699.4554062187539,5353.599000631299,12.99192141499211,BS27,229.05601907354514,True,2.196348373794126,0.4860576782109766,2.6824060520051023,0.5364812104010205,3,1800,280
150,10,2165.652211021219,5084.2001357431445,9.598389980127104,BS56,87.3533748847065,True,2.625179570004477,0.41057102198622086,3.035750591990698,0.6071501183981396,6,2500,350
150,11,2148.1258788846885,4107.549025832287,6.740232181386093,BS15,180.45154105964363,True,2.3205661539679188,0.44592182483604553,2.7664879788039642,0.5532975957607928,4,2000,300
150,12,803.2724941923651,6529.53364443322,5.488274144813679,BS41,284.2637236374102,True,3.222378710458851,0.605643750393392,3.828022460852243,0.7656044921704486,8,3000,400
150,13,3172.30888447721,1655.1175505954648,3.231905985204503,BS53,59.58108598223613,True,2.187437867599483,0.34770780177031385,2.535145669369797,0.5070291338739594,4,2000,300
150,14,2179.7114823719144,5810.928243481728,2.2540687067899854,BS22,511.72711408760813,True,2.6205528338229347,0.7815556768369954,3.40210851065993,0.680421702131986,4,2000,300
150,15,1066.6821353065538,7618.76399577167,0.0,BS40,208.27385149436665,True,2.546128357559637,0.47995771720411623,3.0260860747637532,0.6052172149527507,5,2200,320
150,2,1583.19,2989.45,0.0,BS12,245.94911526573955,True,3.6493727001973983,0.6117314044672061,4.2611041046646045,0.852220820932921,9,3500,450
150,3,2847.7429550256616,4901.609642132973,8.237808169455835,BS5,185.49932692179615,True,3.5095072043720257,0.5477186536074578,4.057225857979484,0.8114451715958968,9,3500,450
150,4,1591.33,4231.34,0.0,BS39,122.76882503306773,True,2.6279379528549307,0.4490475833080219,3.076985536162953,0.6153971072325906,6,2500,350
150,5,2455.593802585176,7517.6828142817985,4.550231531412937,BS47,187.35400364829232,True,3.1610397183397447,0.55436715966817,3.7154068780079146,0.7430813756015829,8,3000,400
150,6,2324.7661975226274,3756.080397372887,0.07119004753876634,BS15,215.1460467065348,True,2.1965681938846613,0.4426447372628503,2.6392129311475117,0.5278425862295023,3,1800,280
150,7,757.6041430409281,6227.594443855988,12.255167706174738,BS55,73.63314516021704,True,2.400948686154858,0.36280251897349425,2.763751205128352,0.5527502410256705,5,2200,320
150,8,3009.562449080603,1479.56234115272,12.318197286385113,BS53,264.6969109946343,True,1.8066723372960292,0.4557130244051975,2.262385361701227,0.45247707234024537,1,1200,220
150,9,1762.4136701439863,5589.3775955893925,11.447597829471327,BS22,490.40485020465593,True,2.662094140615229,0.7467139954475259,3.408808136062755,0.6817616272125511,4,2000,300
160,0,1451.8429495390915,2366.378078175936,22.28111639440693,BS16,144.9034317364147,True,2.3053446795030936,0.39449543638592205,2.6998401158890157,0.5399680231778031,4,2000,300
160,1,711.3823048246121,5354.636823638932,11.971709616550513,BS27,239.98971593907336,True,2.8127215104663463,0.5651299932257026,3.3778515036920487,0.6755703007384097,6,2500,350
160,10,2162.5098659057476,5072.419768742147,12.191628843545914,BS56,99.37221758331901,True,3.4612827430698996,0.4796759760212272,3.940958719091127,0.7881917438182254,9,3500,450
160,11,2157.2029014476175,4105.61301752341,9.281108933733778,BS15,173.96724804960132,True,1.5093547429764367,0.3444763822937334,1.85383112527017,0.370766225054034,0,1000,200
160,12,798.4779218119284,6526.655929964028,5.8002695210643855,BS41,285.3207148378848,True,3.655986871885861,0.6614331763247117,4.317420048210573,0.8634840096421146,9,3500,450
160,13,3171.237463291493,1649.3966247476274,5.822080438048579,BS53,64.21233743998295,True,2.8584283173704637,0.37889740748943795,3.2373257248599017,0.6474651449719804,7,2800,380
160,14,2177.455334589919,5807.408158894856,4.180872395285405,BS22,511.67063214463144,True,3.3360441720552316,0.8636622323287833,4.199706404384015,0.8399412808768031,7,2800,380
160,15,1066.9717468197011,7617.491084216265,1.304630911606364,BS40,206.97403258633142,True,1.9778591070861735,0.42116335283598283,2.3990224599221563,0.4798044919844313,2,1500,250
160,16,2585.7549111309136,6019.792299366326,0.0,BS54,405.1428437588333,True,3.743661669299813,0.8060640169856664,4.54972568628548,0.9099451372570959,9,3500,450
160,2,1583.19,2989.45,0.0,BS12,245.94911526573955,True,2.258228682321456,0.481181148565604,2.7394098308870602,0.547881966177412,3,1800,280
160,3,2845.207187766575,4911.672497867403,10.392981190521837,BS5,191.4322085489246,True,2.1511676047735016,0.4177428944535625,2.568910499227064,0.5137820998454128,3,1800,280
160,4,1591.33,4231.34,0.0,BS39,122.76882503306773,True,2.928896222339136,0.4651932919830776,3.3940895143222134,0.6788179028644428,7,2800,380
160,5,2458.8634985452977,7518.357123223091,3.337829259398058,BS47,188.48312197319348,True,2.9749272230729655,0.5239713910100792,3.4988986140830445,0.6997797228166089,7,2800,380
160,6,2324.770175448253,3756.0999081509567,0.01995276980586895,BS15,215.1292765959312,True,2.23196386814583,0.4583281999655688,2.6902920681113986,0.5380584136222798,3,1800,280
160,7,748.4694091486035,6234.851305624106,11.667661238418855,BS55,69.31885930449585,True,2.6037173032623397,0.38212175986008506,2.985839063122425,0.597167812624485,6,2500,350
160,8,3003.6659254176907,1468.4703062913172,12.561315598640725,BS53,277.2471011048806,True,1.6765130837260174,0.4802691293760067,2.1567822131020242,0.43135644262040485,0,1000,200
160,9,1753.0475610616948,5592.905609164445,10.00882112052944,BS22,486.6168424601619,True,2.0294588831368943,0.673558899300778,2.703017782437672,0.5406035564875344,1,1200,220
170,0,1428.7969025714413,2370.8048150124987,23.465496871328728,BS16,168.33134172622692,True,3.119786330183652,0.5162016314278967,3.6359879616115487,0.7271975923223097,8,3000,400
170,1,723.0766600282608,5355.6544118058855,11.738292516556838,BS27,250.80232064203616,True,1.7614485031890534,0.4668731507281494,2.228321653917203,0.4456643307834406,1,1200,220
170,10,2158.7201410498983,5058.2124337760115,14.703324162005446,BS56,113.91620029664001,True,3.1177054456032844,0.463688816220111,3.5813942618233954,0.7162788523646791,8,3000,400
170,11,2168.0726748433963,4103.294639281653,11.114167698915118,BS15,166.55099230036097,True,2.9728162245765373,0.5065146903641593,3.4793309149406966,0.6958661829881394,7,2800,380
170,12,797.237725981163,6520.014070939518,6.8129449117252525,BS41,291.18587943829004,True,3.2438599551241554,0.6565286159610957,3.900388571085251,0.7800777142170503,8,3000,400
170,13,3169.8660810417146,1642.0718690136953,7.4515892570838345,BS53,70.40027261078914,True,2.9101210829341153,0.4115830447187684,3.321704127652884,0.6643408255305768,7,2800,380
170,14,2173.879082107502,5801.828421901305,6.627161306375637,BS22,511.65109536993765,True,3.3016580710946286,0.8532399346949632,4.154898005789592,0.8309796011579185,7,2800,380
170,15,1067.4406108197745,7615.430315301658,2.112120686043986,BS40,204.86985384096914,True,2.386451222270686,0.4709348444823682,2.857386066753054,0.5714772133506109,4,2000,300
170,16,2584.5810087417376,6021.621184284605,2.173034144914709,BS54,403.7523545096712,True,2.376212099201425,0.6316265222029079,3.007838621404333,0.6015677242808666,3,1800,280
170,17,3051.6274271012007,6246.811440823328,0.0,BS54,379.8127964962222,True,2.5082621542976855,0.6366051733272878,3.1448673276249735,0.6289734655249948,4,2000,300
170,2,1583.19,2989.45,0.0,BS12,245.94911526573955,True,3.159006881031506,0.5734906481663938,3.7324975291979,0.74649950583958,8,3000,400
170,3,2847.7187669006544,4924.281670891361,12.915338241573059,BS5,202.83017191817126,True,2.7772251531480765,0.518151129002899,3.2953762821509756,0.6590752564301952,6,2500,350
170,4,1591.33,4231.34,0.0,BS39,122.76882503306773,True,1.6292556146228894,0.3153128945849719,1.9445685092078613,0.38891370184157226,1,1200,220
170,5,2462.685746197051,7519.145384822593,3.9018949175361914,BS47,189.86897068208663,True,2.976446394092402,0.5042106901578072,3.4806570842502094,0.6961314168500419,7,2800,380
