d_timestamp,container_id,d_cpu(proc),d_memory_usage(max_128),d_net_io,io,pid,t_timestamp,t_ram(max_3964MB),t_swap(max_1982MB),t_cpu(arr[4]),t_cpu_temp,thermal,pom_5v_in,pom_5v_cpu
2025-03-16 02:46:31,34fa6c934d4c,25.35,64.63,8.06MB / 2.89MB,80.8 / 0B,28,2025-03-16 02:46:32,2034,37,"[22%@518,15%@518,11%@518,12%@518]",26.5,26.75,1336,391
2025-03-16 02:46:34,34fa6c934d4c,24.57,66.41,9.15MB / 4.12MB,80.8 / 0B,28,2025-03-16 02:46:35,2034,37,"[20%@614,17%@614,12%@614,11%@614]",27,26.75,1296,430
2025-03-16 02:46:36,34fa6c934d4c,24.90,75.55,9.19MB / 4.27MB,80.8 / 0B,28,2025-03-16 02:46:38,2039,37,"[20%@403,14%@403,13%@403,15%@403]",27,26.5,1336,391
2025-03-16 02:46:39,34fa6c934d4c,24.87,75.5,9.76MB / 5.33MB,80.8 / 0B,28,2025-03-16 02:46:40,2036,37,"[21%@518,12%@518,11%@518,14%@518]",27.5,26.75,1296,353
2025-03-16 02:46:42,34fa6c934d4c,25.68,75.86,11.4MB / 5.91MB,80.8 / 0B,28,2025-03-16 02:46:43,2038,37,"[23%@1479,12%@1479,12%@1479,10%@1479]",27,26.75,1723,547
2025-03-16 02:46:44,34fa6c934d4c,24.80,79.21,11.5MB / 6.97MB,80.8 / 0B,28,2025-03-16 02:46:46,2041,37,"[20%@403,17%@403,11%@403,14%@403]",27,27,1336,353
2025-03-16 02:46:47,34fa6c934d4c,25.40,81.62,12.5MB / 7.71MB,80.8 / 0B,28,2025-03-16 02:46:48,2041,37,"[24%@307,10%@307,13%@307,13%@307]",27.5,26.75,1296,587
2025-03-16 02:46:49,34fa6c934d4c,24.76,81.67,13.1MB / 8.78MB,80.8 / 0B,28,2025-03-16 02:46:51,2041,37,"[17%@1224,10%@1224,17%@1224,15%@1224]",27.5,27,1723,430
2025-03-16 02:46:52,34fa6c934d4c,25.97,82.24,14.7MB / 9.4MB,80.8 / 0B,28,2025-03-16 02:46:53,2042,37,"[23%@518,15%@518,12%@518,10%@518]",27.5,27.25,1412,391
2025-03-16 02:46:55,34fa6c934d4c,24.96,82.42,15.3MB / 11MB,80.8 / 0B,28,2025-03-16 02:46:56,2042,37,"[24%@518,13%@518,13%@518,15%@518]",27.5,27,1373,509
2025-03-16 02:48:05,dceb7961b8aa,27.58,17.52,1.95 / 0B,40.4 / 0B,10,2025-03-16 02:48:06,2000,37,"[24%@307,7%@307,17%@307,13%@307]",26.5,27,1569,274
2025-03-16 02:48:08,dceb7961b8aa,25.97,19.78,2.16 / 0B,41.3 / 0B,10,2025-03-16 02:48:09,2004,37,"[22%@710,10%@710,8%@710,15%@710]",27.5,26.75,1257,196
2025-03-16 02:48:11,dceb7961b8aa,24.90,23.83,2.36 / 0B,41.9 / 0B,10,2025-03-16 02:48:11,2009,37,"[19%@307,15%@307,15%@307,14%@307]",27,27.25,1180,236
2025-03-16 02:48:13,dceb7961b8aa,25.15,25.46,2.36 / 0B,46.4 / 0B,10,2025-03-16 02:48:15,2008,37,"[17%@518,14%@518,14%@518,14%@518]",27,27,1759,313
2025-03-16 02:48:16,dceb7961b8aa,24.87,28.35,2.36 / 0B,53.8 / 0B,10,2025-03-16 02:48:17,2011,37,"[17%@710,14%@710,16%@710,13%@710]",27,26.75,1605,313
2025-03-16 02:48:18,dceb7961b8aa,25.24,30.04,2.36 / 0B,54.8 / 0B,10,2025-03-16 02:48:20,2013,37,"[20%@518,13%@518,9%@518,13%@518]",27,26.75,1876,469
2025-03-16 02:48:21,dceb7961b8aa,25.92,35.44,2.36 / 0B,65.5 / 0B,10,2025-03-16 02:48:22,2016,37,"[17%@204,20%@204,13%@204,12%@204]",27,27,1296,275
2025-03-16 02:48:24,dceb7961b8aa,25.18,37.11,2.36 / 0B,66.6 / 0B,10,2025-03-16 02:48:25,2018,37,"[17%@403,15%@403,16%@403,13%@403]",27.5,26.75,1645,313
2025-03-16 02:48:26,dceb7961b8aa,26.80,39.07,2.36 / 0B,72.3 / 0B,10,2025-03-16 02:48:28,2020,37,"[15%@204,13%@204,14%@204,12%@204]",27.5,26.75,1259,196
2025-03-16 02:48:29,dceb7961b8aa,8.53,39.63,3.57 / 1.35,72.5 / 0B,12,2025-03-16 02:48:30,2020,37,"[15%@204,11%@204,12%@204,11%@204]",27,26.75,1102,157
2025-03-16 02:48:31,dceb7961b8aa,25.39,41.19,4.08MB / 19.4,72.6 / 0B,16,2025-03-16 02:48:33,2022,37,"[20%@204,11%@204,11%@204,12%@204]",27,26.75,1180,196
2025-03-16 02:48:34,dceb7961b8aa,25.18,44.11,4.08MB / 19.4,72.7 / 0B,16,2025-03-16 02:48:35,2023,37,"[16%@921,12%@921,15%@921,16%@921]",27.5,27,1414,353
2025-03-16 02:48:37,dceb7961b8aa,25.14,49.81,4.08MB / 19.4,72.9 / 0B,16,2025-03-16 02:48:38,2028,37,"[16%@204,11%@307,13%@307,15%@307]",27.5,26.75,1723,313
2025-03-16 02:48:39,dceb7961b8aa,25.02,56.79,4.34MB / 20.4,80.5 / 0B,24,2025-03-16 02:48:40,2029,37,"[23%@204,14%@204,14%@204,9%@204]",27,26.75,1336,235
2025-03-16 02:48:42,dceb7961b8aa,25.28,58.89,4.61MB / 24.7,80.7 / 0B,23,2025-03-16 02:48:43,2031,37,"[13%@204,12%@204,15%@204,14%@204]",27,27,1296,275
2025-03-16 02:48:45,dceb7961b8aa,25.22,59.14,4.64MB / 101,80.7 / 0B,23,2025-03-16 02:48:46,2035,37,"[14%@204,19%@204,16%@204,5%@204]",27,27.25,1220,236
2025-03-16 02:48:47,dceb7961b8aa,24.93,59.7,5.72MB / 600,80.7 / 0B,23,2025-03-16 02:48:48,2033,37,"[22%@204,14%@204,15%@204,13%@204]",27,27.25,1296,275
2025-03-16 02:48:50,dceb7961b8aa,25.06,59.64,5.76MB / 743,80.7 / 0B,23,2025-03-16 02:48:51,2034,37,"[28%@403,21%@403,18%@403,22%@403]",27.5,27,1530,391
2025-03-16 02:48:52,dceb7961b8aa,25.46,59.67,7.84MB / 2.25MB,80.7 / 0B,23,2025-03-16 02:48:53,2033,37,"[18%@307,19%@307,8%@307,15%@307]",27.5,27.5,1414,275
2025-03-16 02:48:55,dceb7961b8aa,25.37,60.72,7.92MB / 2.26MB,80.7 / 0B,23,2025-03-16 02:48:56,2035,37,"[19%@518,14%@518,15%@518,15%@518]",27,27,1259,275
2025-03-16 02:48:58,dceb7961b8aa,27.01,60.62,7.99MB / 2.94MB,80.7 / 0B,23,2025-03-16 02:48:58,2034,37,"[28%@307,14%@307,10%@307,16%@307]",27,27,1762,313
2025-03-16 02:49:00,dceb7961b8aa,25.06,61.38,9.09MB / 4.42MB,80.7 / 0B,23,2025-03-16 02:49:01,2036,37,"[22%@204,22%@204,20%@204,19%@204]",27,27.5,1414,275
2025-03-16 02:49:03,dceb7961b8aa,25.48,61.21,11.2MB / 5.53MB,80.7 / 0B,23,2025-03-16 02:49:04,2036,37,"[20%@204,15%@204,11%@204,12%@204]",27,27,1375,235
2025-03-16 02:49:05,dceb7961b8aa,24.87,65.71,11.3MB / 5.62MB,80.7 / 0B,23,2025-03-16 02:49:06,2039,37,"[22%@204,13%@204,13%@204,13%@204]",27,27,1257,196
2025-03-16 02:49:08,dceb7961b8aa,25.69,66.59,12.4MB / 7.17MB,80.7 / 0B,23,2025-03-16 02:49:09,2039,37,"[25%@518,13%@518,13%@518,15%@518]",27,26.75,1412,313
2025-03-16 02:49:11,dceb7961b8aa,25.20,74.55,12.4MB / 7.24MB,80.7 / 0B,23,2025-03-16 02:49:11,2044,37,"[27%@403,19%@403,25%@403,18%@403]",27.5,27.25,1876,352
2025-03-16 02:49:13,dceb7961b8aa,25.20,74.87,13MB / 8.3MB,80.7 / 0B,23,2025-03-16 02:49:15,2041,37,"[22%@710,15%@710,6%@710,10%@710]",27.5,27,1257,314
2025-03-16 02:49:16,dceb7961b8aa,24.74,74.94,14.6MB / 8.88MB,80.7 / 0B,23,2025-03-16 02:49:17,2043,37,"[26%@307,13%@307,15%@307,13%@307]",27,27.25,1375,275
2025-03-16 02:49:18,dceb7961b8aa,25.44,75.08,14.8MB / 10.5MB,80.7 / 0B,23,2025-03-16 02:49:20,2043,37,"[30%@710,11%@710,11%@710,14%@710]",27,26.75,1952,429
2025-03-16 02:50:37,095d68607caf,26.10,16.32,1.64 / 0B,39.8 / 0B,10,2025-03-16 02:50:38,2001,37,"[27%@1326,13%@1326,11%@1326,12%@1326]",27.5,27.5,2030,467
2025-03-16 02:50:39,095d68607caf,25.49,20.88,2.16 / 0B,41.5 / 0B,10,2025-03-16 02:50:41,2009,37,"[18%@204,15%@204,17%@204,11%@204]",27,26.75,1259,196
2025-03-16 02:50:42,095d68607caf,24.79,23.87,2.36 / 0B,44.5 / 0B,10,2025-03-16 02:50:43,2008,37,"[22%@1326,9%@1326,8%@1326,13%@1326]",28,27,1684,470
2025-03-16 02:50:45,095d68607caf,26.20,26.08,2.36 / 0B,46.5 / 0B,10,2025-03-16 02:50:46,2014,37,"[23%@614,17%@614,16%@614,18%@614]",27.5,26.75,1876,508
2025-03-16 02:50:47,095d68607caf,24.84,29.53,2.36 / 0B,53.9 / 0B,10,2025-03-16 02:50:48,2013,37,"[18%@403,14%@403,13%@403,17%@403]",27,26.75,1723,391
2025-03-16 02:50:50,095d68607caf,27.90,29.96,2.36 / 0B,54.5 / 0B,10,2025-03-16 02:50:51,2016,37,"[18%@1479,10%@1479,15%@1479,12%@1479]",27.5,27.25,1720,702
2025-03-16 02:50:52,095d68607caf,24.91,32.49,2.36 / 0B,65.6 / 0B,10,2025-03-16 02:50:53,2015,37,"[20%@614,10%@614,10%@614,16%@614]",27.5,27.5,1876,430
2025-03-16 02:50:55,095d68607caf,24.44,34.57,2.36 / 0B,66.2 / 0B,10,2025-03-16 02:50:56,2020,37,"[23%@403,16%@403,21%@403,17%@403]",27,26.75,1723,352
2025-03-16 02:50:58,095d68607caf,25.45,35.66,2.36 / 0B,66.7 / 0B,10,2025-03-16 02:50:59,2019,37,"[22%@204,16%@204,12%@204,5%@204]",27,26.75,1412,274
2025-03-16 02:51:00,095d68607caf,8.85,37.79,2.36 / 0B,72.6 / 0B,10,2025-03-16 02:51:01,2023,37,"[22%@204,18%@204,13%@204,16%@204]",27,26.75,1569,313
2025-03-16 02:51:03,095d68607caf,27.29,40.79,4.08MB / 16.9,72.9 / 0B,16,2025-03-16 02:51:04,2025,37,"[16%@403,12%@518,9%@518,15%@518]",27.5,26.75,1259,314
2025-03-16 02:51:05,095d68607caf,27.22,43.61,4.08MB / 16.9,73 / 0B,16,2025-03-16 02:51:06,2025,37,"[26%@403,20%@403,19%@403,21%@403]",27,27.25,1336,235
2025-03-16 02:51:08,095d68607caf,25.19,49.02,4.08MB / 16.9,73 / 0B,16,2025-03-16 02:51:09,2030,37,"[14%@204,20%@204,10%@204,8%@204]",27.5,26.75,1453,275
2025-03-16 02:51:11,095d68607caf,25.27,55.56,4.35MB / 19,77.7 / 0B,28,2025-03-16 02:51:11,2035,37,"[20%@204,11%@204,14%@204,16%@204]",27,26.75,1220,235
2025-03-16 02:51:13,095d68607caf,24.80,58.3,4.62MB / 22.8,80.7 / 0B,28,2025-03-16 02:51:14,2036,37,"[19%@825,17%@825,12%@825,8%@825]",27.5,26.75,1952,507
2025-03-16 02:51:16,095d68607caf,24.53,58.61,7.83MB / 1.96MB,80.9 / 0B,28,2025-03-16 02:51:17,2035,37,"[23%@204,13%@204,14%@204,9%@204]",27.5,26.75,1220,196
2025-03-16 02:51:18,095d68607caf,24.42,58.71,9.46MB / 3.7MB,80.9 / 0B,28,2025-03-16 02:51:19,2035,37,"[22%@921,15%@921,14%@921,19%@921]",27.5,27.25,1451,392
2025-03-16 02:51:21,095d68607caf,24.95,61.02,10.6MB / 5.32MB,80.9 / 0B,28,2025-03-16 02:51:22,2037,37,"[21%@204,17%@204,11%@204,13%@204]",27,26.75,1259,235
2025-03-16 02:52:45,517431f3aa6d,26.54,18.27,1.38 / 0B,40.5 / 0B,10,2025-03-16 02:52:46,2007,37,"[23%@307,17%@307,9%@307,20%@307]",27.5,27.75,1762,313
2025-03-16 02:52:48,517431f3aa6d,26.21,21.23,2.16 / 0B,41.5 / 0B,10,2025-03-16 02:52:49,2008,37,"[13%@710,16%@710,12%@710,8%@710]",27.5,27.25,1336,314
2025-03-16 02:52:50,517431f3aa6d,26.27,23.99,2.36 / 0B,44.6 / 0B,10,2025-03-16 02:52:51,2012,37,"[24%@403,12%@403,7%@403,12%@403]",27.5,26.75,1798,430
2025-03-16 02:52:53,517431f3aa6d,25.42,26.19,2.36 / 0B,46.5 / 0B,10,2025-03-16 02:52:54,2013,37,"[18%@204,13%@204,16%@204,12%@204]",27,27,1451,274
2025-03-16 02:52:56,517431f3aa6d,24.92,28.03,2.36 / 0B,53.9 / 0B,10,2025-03-16 02:52:56,2014,37,"[20%@1224,12%@1224,10%@1224,17%@1224]",27,27.25,1530,353
2025-03-16 02:52:58,517431f3aa6d,24.98,29.25,2.36 / 0B,54.5 / 0B,10,2025-03-16 02:52:59,2013,37,"[23%@307,13%@307,11%@307,15%@307]",27,26.75,1375,235
2025-03-16 02:53:01,517431f3aa6d,25.83,32.95,2.36 / 0B,65.6 / 0B,10,2025-03-16 02:53:02,2020,37,"[30%@518,19%@518,20%@518,23%@518]",27,27.25,1991,429
2025-03-16 02:53:04,517431f3aa6d,25.17,34.88,2.36 / 0B,66.7 / 0B,10,2025-03-16 02:53:05,2018,37,"[24%@204,13%@204,10%@204,11%@204]",27,26.75,1259,236
2025-03-16 02:53:06,517431f3aa6d,24.66,36.52,2.36 / 0B,67 / 0B,10,2025-03-16 02:53:08,2022,37,"[29%@204,12%@204,8%@307,11%@307]",27,26.75,1490,274
2025-03-16 02:53:09,517431f3aa6d,3.36,37.54,2.36 / 0B,72.6 / 0B,10,2025-03-16 02:53:10,2022,37,"[17%@102,5%@102,6%@102,6%@102]",27,27.25,1180,157
2025-03-16 02:53:11,517431f3aa6d,27.02,44.59,4.08MB / 20.2,72.7 / 0B,16,2025-03-16 02:53:13,2027,37,"[15%@204,15%@204,10%@204,12%@204]",27.5,27,1259,275
2025-03-16 02:53:14,517431f3aa6d,25.67,47.02,4.08MB / 20.2,72.7 / 0B,16,2025-03-16 02:53:15,2029,37,"[17%@518,12%@518,14%@518,14%@518]",27.5,27.25,1569,235
2025-03-16 02:53:17,517431f3aa6d,25.71,52.68,4.08MB / 20.2,72.7 / 0B,16,2025-03-16 02:53:18,2034,37,"[13%@204,12%@204,20%@204,11%@204]",27,26.75,1220,196
2025-03-16 02:53:19,517431f3aa6d,25.17,59.63,4.36MB / 21.6,80.3 / 0B,28,2025-03-16 02:53:20,2036,37,"[14%@710,14%@710,16%@710,14%@710]",27.5,27,1490,313
2025-03-16 02:53:22,517431f3aa6d,25.48,62.52,4.61MB / 26.2,80.6 / 0B,23,2025-03-16 02:53:23,2038,37,"[27%@307,9%@307,9%@204,15%@204]",27.5,27,1569,313
2025-03-16 02:53:24,517431f3aa6d,25.85,62.85,4.64MB / 79.8,80.6 / 0B,23,2025-03-16 02:53:25,2038,37,"[18%@307,15%@307,16%@307,11%@307]",27.5,27,1180,236
2025-03-16 02:53:27,517431f3aa6d,27.29,64.04,5.21MB / 636,80.6 / 0B,23,2025-03-16 02:53:28,2039,37,"[23%@403,11%@307,12%@518,16%@518]",27,27.25,1569,391
2025-03-16 02:53:30,517431f3aa6d,24.97,64.02,5.24MB / 787,80.6 / 0B,23,2025-03-16 02:53:31,2042,37,"[22%@204,16%@204,24%@204,23%@204]",27.5,26.75,1375,353
2025-03-16 02:53:32,517431f3aa6d,25.13,64.25,6.33MB / 1.8MB,80.6 / 0B,23,2025-03-16 02:53:33,2040,37,"[22%@518,7%@518,17%@518,16%@518]",27.5,27.25,1414,314
2025-03-16 02:53:35,517431f3aa6d,25.25,64.6,6.88MB / 2.37MB,80.6 / 0B,23,2025-03-16 02:53:36,2042,37,"[23%@403,12%@403,13%@403,15%@403]",27.5,27,1759,352
2025-03-16 02:53:37,517431f3aa6d,25.04,64.96,7.44MB / 2.97MB,80.6 / 0B,23,2025-03-16 02:53:38,2040,37,"[19%@204,13%@204,16%@204,18%@204]",27.5,27,1220,275
2025-03-16 02:53:40,517431f3aa6d,24.73,67.85,7.99MB / 3.59MB,80.6 / 0B,23,2025-03-16 02:53:41,2046,37,"[26%@614,16%@614,22%@614,16%@614]",27.5,27,2256,701
2025-03-16 02:53:43,517431f3aa6d,25.85,77.13,9.6MB / 4.17MB,80.6 / 0B,23,2025-03-16 02:53:43,2046,37,"[21%@204,17%@204,14%@204,16%@204]",27,27.25,1336,235
2025-03-16 02:53:45,517431f3aa6d,24.37,81.67,9.67MB / 5.55MB,80.6 / 0B,23,2025-03-16 02:53:46,2048,37,"[22%@204,15%@204,19%@307,11%@307]",27.5,26.75,1257,313
2025-03-16 02:53:48,517431f3aa6d,24.67,83.41,10.8MB / 6.37MB,81.4 / 0B,23,2025-03-16 02:53:49,2048,37,"[16%@204,14%@204,10%@204,17%@204]",27.5,27.25,1414,235
2025-03-16 02:53:50,517431f3aa6d,25.17,83.88,11.3MB / 7MB,81.4 / 0B,23,2025-03-16 02:53:51,2050,37,"[25%@1428,20%@1428,26%@1428,20%@1428]",28,27.5,2637,1085
2025-03-16 02:53:53,517431f3aa6d,24.84,83.73,11.9MB / 7.68MB,81.4 / 0B,23,2025-03-16 02:53:54,2050,37,"[24%@204,7%@204,9%@204,18%@204]",27.5,27.25,1296,236
2025-03-16 03:08:23,68fecb8e6b49,25.94,13.38,1.75 / 0B,39.6 / 0B,10,2025-03-16 03:08:24,1995,37,"[24%@825,14%@825,15%@825,12%@825]",27,26.5,1837,391
2025-03-16 03:08:26,68fecb8e6b49,27.42,19.7,2.16 / 0B,41.3 / 0B,10,2025-03-16 03:08:27,1999,37,"[19%@307,14%@204,16%@307,10%@307]",27,26.75,1414,235
2025-03-16 03:08:28,68fecb8e6b49,24.94,21.97,2.36 / 0B,41.3 / 0B,10,2025-03-16 03:08:29,2001,37,"[16%@1479,18%@1479,14%@1479,15%@1479]",27.5,26.5,1759,508
2025-03-16 03:08:31,68fecb8e6b49,26.95,24.62,2.36 / 0B,46.4 / 0B,10,2025-03-16 03:08:32,2005,37,"[22%@403,11%@403,12%@403,11%@403]",27,26.75,1798,430
2025-03-16 03:08:33,68fecb8e6b49,27.33,27.84,2.36 / 0B,53.8 / 0B,10,2025-03-16 03:08:34,2006,37,"[20%@307,12%@307,17%@307,13%@307]",27,26.5,1645,313
2025-03-16 03:08:36,68fecb8e6b49,26.24,29.23,2.36 / 0B,54.3 / 0B,10,2025-03-16 03:08:37,2009,37,"[21%@1224,11%@1224,8%@1224,12%@1224]",27,26.75,1762,469
2025-03-16 03:08:39,68fecb8e6b49,25.47,32.66,2.36 / 0B,65.5 / 0B,10,2025-03-16 03:08:39,2011,37,"[22%@307,12%@307,19%@307,9%@307]",27,26.5,1723,352
2025-03-16 03:08:41,68fecb8e6b49,24.82,34.45,2.36 / 0B,66.1 / 0B,10,2025-03-16 03:08:42,2014,37,"[16%@403,15%@307,16%@307,14%@307]",27,26.25,1762,352
2025-03-16 03:08:44,68fecb8e6b49,24.69,36.71,2.36 / 0B,66.8 / 0B,10,2025-03-16 03:08:45,2016,37,"[27%@1479,19%@1479,22%@1479,20%@1479]",27,27,1952,468
2025-03-16 03:08:46,68fecb8e6b49,6.65,37.57,2.36 / 0B,72.5 / 0B,10,2025-03-16 03:08:47,2016,37,"[15%@204,12%@204,14%@204,9%@204]",27,26.75,1259,236
2025-03-16 03:08:49,68fecb8e6b49,21.14,40.09,4.08MB / 17.8,72.6 / 0B,16,2025-03-16 03:08:50,2020,37,"[24%@403,12%@403,15%@403,12%@403]",27,26.75,1490,353
2025-03-16 03:08:52,68fecb8e6b49,24.89,42.25,4.08MB / 17.8,72.6 / 0B,16,2025-03-16 03:08:52,2021,37,"[17%@1479,15%@1479,13%@1479,12%@1479]",27,26.25,1645,470
2025-03-16 03:08:54,68fecb8e6b49,24.69,46.9,4.08MB / 17.8,72.6 / 0B,16,2025-03-16 03:08:55,2025,37,"[24%@710,19%@710,24%@710,17%@710]",27,27.5,2143,506
2025-03-16 03:08:57,68fecb8e6b49,25.05,51.53,4.47MB / 20.1,72.7 / 0B,16,2025-03-16 03:08:57,2028,37,"[18%@204,11%@204,6%@204,21%@204]",26.5,27,1490,274
2025-03-16 03:08:59,68fecb8e6b49,25.28,57.64,4.85MB / 25.5,80.3 / 0B,24,2025-03-16 03:09:00,2036,37,"[23%@614,18%@614,23%@614,18%@614]",27,26.5,2373,583
2025-03-16 03:09:02,68fecb8e6b49,25.27,58.61,6.76MB / 1MB,80.5 / 0B,24,2025-03-16 03:09:03,2032,37,"[24%@204,23%@204,13%@204,12%@204]",26.5,26.5,1375,235
2025-03-16 03:09:05,68fecb8e6b49,24.77,58.9,7.32MB / 2.55MB,80.5 / 0B,24,2025-03-16 03:09:06,2035,37,"[29%@1036,24%@1036,27%@1036,20%@1036]",27,26.75,1605,352
