time,vehicle_id,vehicle_x,vehicle_y,speed,base_station,distance_to_bs,in_coverage,send_latency,return_latency,total_latency,energy,scenario_id,data_size,result_size,deadline,arrival_time,processing_time,waiting_time,node_assigned,status,handover
4,11,2130.8334285714286,4111.241142857143,0.0,BS4,552.999072514261,True,3.544077042737711,0.8735731236114022,4.417650166349113,0.8835300332698227,8,3000,400,8.882887277440778,4,4.417650166349113,0,BS4_Node_2,assigned,False
4,12,804.3560332541567,6538.759026128266,0.0,BS9,765.4039238237592,True,3.7454917037829203,1.1238338604566314,4.869325564239552,0.9738651128479104,8,3000,400,7.360701892124181,4,4.869325564239552,0,BS9_Node_2,assigned,False
4,13,3173.2215102639298,1659.9897360703812,0.0,BS5,838.6350276690305,True,2.992111552735941,1.1013212129854908,4.093432765721432,0.8186865531442864,4,2000,300,9.81526371008432,4,4.093432765721432,0,BS5_Node_5,assigned,False
4,2,1583.19,2989.45,0.0,BS10,445.64654065750375,True,2.647835350544515,0.723744650610107,3.371580001154622,0.6743160002309244,4,2000,300,8.0307266984173,4,3.371580001154622,0,BS10_Node_3,assigned,False
4,3,2894.342275699903,4866.353153795279,5.95178434222471,BS8,238.86188678322537,True,1.7909137437669018,0.429784126355657,2.220697870122559,0.44413957402451176,1,1200,220,8.555797979464021,4,2.220697870122559,0,BS8_Node_5,assigned,False
4,4,1591.33,4231.34,0.0,BS2,599.2270628901866,True,3.9241181730666597,0.9779227555197441,4.902040928586404,0.9804081857172808,9,3500,450,6.646196143012613,4,4.902040928586404,0,BS2_Node_6,assigned,False
4,5,2423.428399529764,7516.118530228008,4.434701412694193,BS7,502.08070501407076,True,3.4989300544536412,0.8520279342370822,4.350957988690723,0.8701915977381447,8,3000,400,7.9544228321157915,4,4.350957988690723,0,BS7_Node_2,assigned,False
4,6,2320.266508240624,3734.514468136233,3.065586771327071,BS4,484.85425082009465,True,2.042764112446556,0.7047903447112538,2.74755445715781,0.549510891431562,1,1200,220,9.326662117444718,4,2.74755445715781,0,BS4_Node_3,assigned,False
4,7,818.9745589741625,6210.3680365731925,1.5145738587714732,BS9,674.4430096627686,True,2.8033882406965747,0.9264865892851304,3.7298748299817053,0.745974965996341,4,2000,300,8.26942777475564,4,3.7298748299817053,0,BS9_Node_3,assigned,False
4,8,3030.731830861702,1519.3843675082157,1.5426099300617353,BS5,723.9074524897206,True,2.2024727976965086,0.9242069756555513,3.12667977335206,0.625335954670412,1,1200,220,6.276850073873534,4,3.12667977335206,0,BS5_Node_6,assigned,False
4,9,1798.739263268328,5575.694519240558,1.5796687150606885,BS9,699.9192876952861,True,3.6815027306259847,1.0263388609202742,4.707841591546259,0.9415683183092519,8,3000,400,7.901129512394926,4,4.707841591546259,0,BS9_Node_4,assigned,False
5,0,1616.236998695067,2345.4801837618015,10.396026696660556,BS5,949.8606349784841,True,3.8713733308758966,1.2962443243493966,5.1676176552252935,1.0335235310450588,8,3000,400,8.426375669930515,5,5.1676176552252935,0,BS5_Node_1,assigned,False
5,1,644.1213126463175,5317.703817306034,2.84501929429926,BS2,842.1007269631242,True,2.879992076263342,1.1038639867949145,3.9838560630582567,0.7967712126116514,3,1800,280,8.759470528398486,5,3.9838560630582567,0,BS2_Node_7,assigned,False
5,10,2171.4537223618113,5105.949475882816,3.7431219056714324,BS8,583.4739050067162,True,2.7283731350064593,0.8570582529886304,3.5854313879950896,0.717086277599018,4,2000,300,7.493682010117175,5,3.5854313879950896,0,BS8_Node_0,assigned,False
5,11,2133.0325863931257,4110.770701067154,2.248031110316515,BS4,550.7649773536652,True,3.500913591492778,0.8831602580369656,4.384073849529743,0.8768147699059488,8,3000,400,6.25610358530538,5,4.384073849529743,0,BS4_Node_4,assigned,False
5,12,804.6486008673326,6537.389277757488,1.399670058488846,BS9,764.5449512602868,True,2.12837582310601,0.9360506878901157,3.064426510996126,0.6128853021992252,0,1000,200,6.8808695378062374,5,3.064426510996126,0,BS9_Node_5,assigned,False
5,13,3172.9036120448686,1658.292590199698,1.7275425131432711,BS5,838.455821073072,True,2.3792399157279176,1.0173995094168882,3.396639425144806,0.6793278850289612,1,1200,220,6.26960131244123,5,3.396639425144806,0,BS5_Node_7,assigned,False
5,14,2180.927858197932,5812.826056129985,0.0,BS9,791.7622004065787,True,2.182725740431953,0.9553050679010114,3.1380308083329647,0.627606161666593,0,1000,200,6.952018537475981,5,3.1380308083329647,0,BS9_Node_6,assigned,False
5,15,1066.6821353065538,7618.76399577167,0.0,BS3,483.6311758898706,True,3.2500548566269147,0.7942467683261218,4.044301624953037,0.8088603249906074,7,2800,380,9.742056962322684,5,4.044301624953037,0,BS3_Node_0,assigned,False
5,16,2585.7549111309136,6019.792299366326,0.0,BS8,975.3139564774532,True,4.337935121449544,1.3474638185972394,5.685398940046783,1.1370797880093566,9,3500,450,7.891891771778375,5,5.685398940046783,0,BS8_Node_1,assigned,False
5,2,1583.19,2989.45,0.0,BS10,445.64654065750375,True,2.9696875320936913,0.730493081368945,3.7001806134626363,0.7400361226925273,6,2500,350,7.7242047296255105,5,3.7001806134626363,0,BS10_Node_1,assigned,False
5,3,2893.192329931764,4861.903363649,4.592640552258119,BS8,241.79531460243356,True,2.7879055422074073,0.5649871520209138,3.352892694228321,0.6705785388456642,6,2500,350,6.216684748928682,5,3.352892694228321,0,BS8_Node_6,assigned,False
5,4,1591.33,4231.34,0.0,BS2,599.2270628901866,True,2.070288330297888,0.8116377423122458,2.881926072610134,0.5763852145220268,1,1200,220,9.202370043446795,5,2.881926072610134,0,BS2_Node_8,assigned,False
5,5,2427.236554341612,7516.212683922482,3.8096033302244168,BS7,500.21041014179247,True,1.990076043533821,0.6857208555638331,2.675796899097654,0.5351593798195309,1,1200,220,7.794454191332528,5,2.675796899097654,0,BS7_Node_3,assigned,False
5,6,2321.303227119572,3739.445456204266,5.043897352344357,BS4,480.7999707063283,True,3.0041487742850514,0.7839313741263767,3.788080148411428,0.7576160296822856,6,2500,350,9.49794381628232,5,3.788080148411428,0,BS4_Node_5,assigned,False
5,7,815.3232217336637,6210.94798543689,3.6955485888523985,BS9,678.0986637425079,True,2.1874117382478535,0.8971661189805994,3.084577857228453,0.6169155714456906,1,1200,220,8.201301249799393,5,3.084577857228453,0,BS9_Node_7,assigned,False
5,8,3029.349361554543,1516.7837847536218,2.9450629329076037,BS5,723.3352927374677,True,2.0985497821373205,0.9103646896424831,3.0089144717798035,0.6017828943559608,0,1000,200,6.059031425982602,5,3.0089144717798035,0,BS5_Node_8,assigned,False
5,9,1795.0371714115,5577.089018302252,3.9561332076322286,BS9,697.0547647749478,True,2.2546914630757606,0.9154895514956631,3.1701810145714235,0.6340362029142848,1,1200,220,6.665244442415656,5,3.1701810145714235,0,BS9_Node_8,assigned,False
6,0,1606.1771426795226,2340.663419989303,11.153141716360423,BS5,954.4161065746623,True,3.747551948371766,1.3016486262761733,5.049200574647939,1.009840114929588,7,2800,380,9.609771462042195,6,5.049200574647939,0,BS5_Node_2,assigned,False
6,1,644.1234320695332,5323.056277641393,5.352460335359052,BS2,846.1530956094978,True,2.589050407507189,1.095418537798484,3.684468945305673,0.7368937890611347,2,1500,250,7.060812232688608,6,3.684468945305673,0,BS2_Node_0,assigned,False
6,10,2170.1098916818023,5100.91157647458,5.213776424038224,BS8,584.429897802115,True,3.362954820696807,0.9232594729821232,4.28621429367893,0.8572428587357861,7,2800,380,8.922021269661863,6,4.28621429367893,0,BS8_Node_2,assigned,False
6,11,2136.5787959741797,4110.0118651943185,3.6247848848812287,BS4,547.162663797526,True,3.5183497949926004,0.8914962343802425,4.409846029372843,0.8819692058745686,8,3000,400,6.759591469070548,6,4.409846029372843,0,BS4_Node_0,assigned,False
6,12,805.2471116465082,6533.9988107101035,3.444353227247484,BS9,762.5390917108485,True,2.8044100282077644,1.0154981062516613,3.8199081344594257,0.7639816268918852,3,1800,280,8.168780805497097,6,3.8199081344594257,0,BS9_Node_9,assigned,False
6,13,3172.30888447721,1655.1175505954648,3.231905985204503,BS5,838.1300088163355,True,3.1138465361070837,1.123338888539284,4.237185424646368,0.8474370849292736,5,2200,320,8.011401531678054,6,4.237185424646368,0,BS5_Node_9,assigned,False
6,14,2180.0834364739803,5811.508573330754,1.5647997457534075,BS9,791.6838928616538,True,3.712427165655602,1.1597228380253763,4.872150003680979,0.9744300007361958,8,3000,400,6.320445860962348,6,4.872150003680979,0,BS9_Node_0,assigned,False
6,15,1066.9717468197011,7617.491084216265,1.304630911606364,BS3,482.5424232315308,True,2.1943945565019094,0.6859404664003187,2.880335022902228,0.5760670045804457,2,1500,250,9.447276807880517,6,2.880335022902228,0,BS3_Node_1,assigned,False
6,16,2584.350629398906,6021.980104506144,2.59949394504074,BS8,977.7107107195234,True,3.4946993721142356,1.3022250764259955,4.796924448540231,0.9593848897080464,6,2500,350,6.984861391154499,6,4.796924448540231,0,BS8_Node_7,assigned,False
6,17,3051.6274271012007,6246.811440823328,0.0,BS7,916.7618675585182,True,4.225736033787425,1.280861037833262,5.506597071620687,1.1013194143241376,9,3500,450,8.62949265789009,6,5.506597071620687,0,BS7_Node_0,assigned,False
6,18,2886.5019213174746,5225.942717291857,0.0,BS8,213.7942972050182,True,3.571072568758214,0.6205296100918396,4.1916021788500535,0.8383204357700107,9,3500,450,6.817036797694145,6,4.1916021788500535,0,BS8_Node_8,assigned,False
6,19,2174.3982030420943,5009.486452069332,0.0,BS8,580.7404074822997,True,2.874609002743884,0.8565296998218624,3.7311387025657465,0.7462277405131493,5,2200,320,8.686760891839885,6,3.7311387025657465,0,BS8_Node_9,assigned,False
6,2,1583.19,2989.45,0.0,BS10,445.64654065750375,True,2.596368997914549,0.7320974572427794,3.3284664551573284,0.6656932910314657,4,2000,300,9.742937149779294,6,3.3284664551573284,0,BS10_Node_0,assigned,False
6,20,1863.1488078630312,1243.237393785669,0.0,BS5,677.4745735526683,True,2.028303125814527,0.8873972955953904,2.9157004214099174,0.5831400842819835,0,1000,200,9.984385791420378,6,2.9157004214099174,0,BS5_Node_0,assigned,False
6,3,2890.401055523384,4856.804187169093,5.969460771230265,BS8,244.38832031863464,True,1.7631517607287972,0.44568255502107285,2.20883431574987,0.44176686314997404,1,1200,220,6.529826281465869,6,2.20883431574987,0,BS8_Node_0,assigned,False
6,4,1591.33,4231.34,0.0,BS2,599.2270628901866,True,2.9523134802588302,0.8991905750144138,3.851504055273244,0.7703008110546489,5,2200,320,7.478108354955536,6,3.851504055273244,0,BS2_Node_2,assigned,False
6,5,2431.3616984748296,7516.314674933763,4.126713225698694,BS7,498.2093748466107,True,2.2470278321473818,0.72537027295969,2.9723981051070716,0.5944796210214144,2,1500,250,7.21006857191556,6,2.9723981051070716,0,BS7_Node_4,assigned,False
6,6,2322.6278581641905,3745.789741733754,6.480234505119734,BS4,475.61831819001713,True,3.381400628905233,0.8364735249457902,4.217874153851023,0.8435748307702046,8,3000,400,7.197515008799911,6,4.217874153851023,0,BS4_Node_6,assigned,False
6,7,809.2692193670072,6211.924896270756,6.14627021921333,BS9,684.1609491205985,True,2.2430539495133086,0.866875504840267,3.1099294543535754,0.6219858908707151,1,1200,220,6.461714681676408,6,3.1099294543535754,0,BS9_Node_1,assigned,False
6,8,3027.008269599054,1512.3799232466524,4.987208833452314,BS5,722.3927406561779,True,2.266634409054278,0.9061651361449276,3.1727995451992053,0.634559909039841,1,1200,220,7.127025085831577,6,3.1727995451992053,0,BS5_Node_1,assigned,False
6,9,1789.8266485268664,5579.051711167411,5.5680743239820005,BS9,693.0412805440593,True,2.7098024992579393,0.9272211461604319,3.6370236454183713,0.7274047290836743,3,1800,280,8.536951835540318,6,3.6370236454183713,0,BS9_Node_2,assigned,False
7,0,1599.5849612234272,2341.5541856728614,6.653141716360423,BS1,956.2327471182464,True,3.1167736529280448,1.208788809721741,4.325562462649786,0.8651124925299571,4,2000,300,9.632636184874288,7,4.325562462649786,0,BS1_Node_0,assigned,True
7,1,644.1682722321631,5330.438362360229,7.382084718836547,BS2,851.7385280650589,True,2.1659683748363325,1.032917316693245,3.1988856915295774,0.6397771383059155,0,1000,200,7.106720895889007,7,3.1988856915295774,0,BS2_Node_1,assigned,False
7,10,2168.1261588634234,5093.474741953328,7.696460241544992,BS8,585.9230688178644,True,1.9292787226783732,0.7524640518529495,2.6817427745313225,0.5363485549062645,0,1000,200,9.919191815315344,7,2.6817427745313225,0,BS8_Node_3,assigned,False
7,11,2141.5338606219307,4108.955015741477,5.066473554586993,BS4,542.1300699992507,True,2.321253160834044,0.7697140910555703,3.090967251889614,0.6181934503779228,2,1500,250,7.710747675922717,7,3.090967251889614,0,BS4_Node_1,assigned,False
7,12,803.2724941923651,6529.53364443322,5.488274144813679,BS9,762.41312750827,True,2.0786005155672034,0.969665674460602,3.0482661900278054,0.6096532380055611,0,1000,200,8.764078495023506,7,3.0482661900278054,0,BS9_Node_3,assigned,False
7,13,3171.237463291493,1649.3966247476274,5.822080438048579,BS5,837.5742581662344,True,2.6021332870867866,1.0793040091605353,3.6814372962473216,0.7362874592494644,2,1500,250,8.330038265959177,7,3.6814372962473216,0,BS5_Node_3,assigned,False
7,14,2178.2996985493105,5808.725551568724,3.305448654200882,BS9,791.5286223510049,True,2.544507293639082,0.9936200652594478,3.53812735889853,0.707625471779706,2,1500,250,7.458606061309024,7,3.53812735889853,0,BS9_Node_4,assigned,False
7,15,1067.4406108197745,7615.430315301658,2.112120686043986,BS3,480.7820843168211,True,1.8756745479694685,0.6512859112338089,2.5269604592032775,0.5053920918406555,0,1000,200,6.998118956891698,7,2.5269604592032775,0,BS3_Node_2,assigned,False
7,16,2581.772445277722,6025.99679456424,4.77252808995545,BS8,982.1137078761338,True,2.4824815713375954,1.1861078838333274,3.668589455170923,0.7337178910341846,1,1200,220,9.498850894164365,7,3.668589455170923,0,BS8_Node_5,assigned,False
7,17,3053.2050967727587,6245.007685086278,2.396512294211425,BS7,919.0488070111917,True,4.2989965681255455,1.3253369981396694,5.624333566265215,1.124866713253043,9,3500,450,6.946949328917435,7,5.624333566265215,0,BS7_Node_1,assigned,False
7,18,2885.7535494355075,5227.753149868592,1.9592106993775815,BS8,214.7482165381416,True,2.017368819831238,0.4552868025351615,2.4726556223663994,0.4945311244732799,2,1500,250,9.525664818653297,7,2.4726556223663994,0,BS8_Node_1,assigned,False
7,19,2176.0407279865576,5009.091060385713,1.6894986239261924,BS8,579.1377555646662,True,1.907073821906487,0.7853621203267436,2.6924359422332307,0.5384871884466461,0,1000,200,9.129545984590527,7,2.6924359422332307,0,BS8_Node_2,assigned,False
7,2,1583.19,2989.45,0.0,BS10,445.64654065750375,True,3.0308700545512175,0.7688497420762678,3.7997197966274854,0.7599439593254971,6,2500,350,9.242997266297555,7,3.7997197966274854,0,BS10_Node_2,assigned,False
7,20,1860.6182673843946,1243.5510837874936,2.549943983904086,BS5,679.0245349779506,True,2.7999443192760234,0.9540884443849462,3.7540327636609696,0.750806552732194,4,2000,300,7.530166890387737,7,3.7540327636609696,0,BS5_Node_2,assigned,False
7,21,1709.81,2316.85,0.0,BS5,861.0834401496757,True,2.256942765283454,1.0322051260269587,3.289147891310413,0.6578295782620827,0,1000,200,9.266346422387716,7,3.289147891310413,0,BS5_Node_3,assigned,False
7,22,3098.36990797546,4110.237576687116,0.0,BS4,420.32728186146375,True,3.200293124306056,0.7653541009100417,3.965647225216098,0.7931294450432196,7,2800,380,9.485292143452032,7,3.965647225216098,0,BS4_Node_3,assigned,False
7,23,2036.153006497342,5919.00432959244,0.0,BS9,613.7268082984326,True,2.566093251768578,0.847383297714818,3.413476549483396,0.6826953098966793,3,1800,280,7.313047804790826,7,3.413476549483396,0,BS9_Node_5,assigned,False
7,3,2884.6507061556285,4856.678109521937,5.890576363375626,BS8,241.30859390178566,True,1.8029975043066215,0.4312648435378792,2.234262347844501,0.44685246956890023,1,1200,220,8.56592695443051,7,2.234262347844501,0,BS8_Node_3,assigned,False
7,4,1591.33,4231.34,0.0,BS2,599.2270628901866,True,3.172178874726213,0.9214101210537907,4.093588995780004,0.8187177991560008,6,2500,350,7.324599472857628,7,4.093588995780004,0,BS2_Node_3,assigned,False
7,5,2434.8064121221614,7516.399842825386,3.4460239225874094,BS7,496.5584993198097,True,1.8130926745049525,0.7050785298709211,2.5181712043758737,0.5036342408751747,0,1000,200,6.714271264689854,7,2.5181712043758737,0,BS7_Node_5,assigned,False
7,6,2323.934563178183,3752.0481710112963,6.392538476346992,BS4,470.53834636590943,True,2.579364066101236,0.7403669091152967,3.3197309752165327,0.6639461950433065,4,2000,300,7.3827484467192015,7,3.3197309752165327,0,BS4_Node_7,assigned,False
7,7,801.4255096478068,6213.2455518387915,7.979210474644788,BS9,692.0178385500369,True,3.000657226937098,0.9972296310158665,3.9978868579529645,0.799577371590593,5,2200,320,6.462583136117322,7,3.9978868579529645,0,BS9_Node_6,assigned,False
7,8,3023.8574727560467,1506.4529143136335,6.712116459594108,BS5,721.1766979919244,True,4.050184575442154,1.083396024677586,5.13358060011974,1.026716120023948,9,3500,450,7.74423006181989,7,5.13358060011974,0,BS5_Node_4,assigned,False
7,9,1782.5112589171756,5581.807262445217,7.817379168560729,BS9,687.4430528496549,True,3.685000569399563,1.0343656527042946,4.719366222103858,0.9438732444207716,8,3000,400,8.877719996579382,7,4.719366222103858,0,BS9_Node_7,assigned,False
8,0,1591.518966339655,2342.6379392333592,8.138975653662655,BS1,949.660099598201,True,2.9360822467763272,1.1771587901545164,4.113241036930844,0.8226482073861687,3,1800,280,8.65695073964509,8,4.113241036930844,0,BS1_Node_1,assigned,False
8,1,644.3933242957222,5340.401898278432,9.963535918203258,BS2,859.2146255293385,True,3.1865301665239794,1.1483839993426157,4.334914165866595,0.8669828331733189,5,2200,320,6.498501262657471,8,4.334914165866595,0,BS2_Node_4,assigned,False
8,10,2165.652211021219,5084.2001357431445,9.598389980127104,BS8,587.9211228949666,True,2.7486333732984938,0.8612657681002531,3.609899141398747,0.7219798282797494,4,2000,300,7.3047316194295995,8,3.609899141398747,0,BS8_Node_4,assigned,False
8,11,2148.1258788846885,4107.549025832287,6.740232181386093,BS4,535.435901910197,True,2.695877149676876,0.7850279065597043,3.4809050562365806,0.6961810112473161,4,2000,300,8.659717736851086,8,3.4809050562365806,0,BS4_Node_8,assigned,False
8,12,798.4779218119284,6526.655929964028,5.8002695210643855,BS9,765.5441372672694,True,3.3382759317945423,1.0906844145538988,4.4289603463484415,0.8857920692696883,6,2500,350,8.462059663805523,8,4.4289603463484415,0,BS9_Node_0,assigned,False
8,13,3169.8660810417146,1642.0718690136953,7.4515892570838345,BS5,836.9216634288557,True,2.987529180304672,1.1186079218940588,4.106137102198731,0.8212274204397462,4,2000,300,7.215499797073415,8,4.106137102198731,0,BS5_Node_6,assigned,False
8,14,2175.299584798623,5804.0447171584365,5.559517360990867,BS9,791.2985453480463,True,2.78428736034703,1.0442977844078305,3.8285851447548604,0.7657170289509722,3,1800,280,8.618822494812287,8,3.8285851447548604,0,BS9_Node_1,assigned,False
8,15,1067.5989686778444,7614.73429481119,0.7133644463525606,BS3,480.18817694903623,True,3.2743667786328317,0.8179695386085412,4.092336317241373,0.8184672634482747,7,2800,380,8.044695987498349,8,4.092336317241373,0,BS3_Node_3,assigned,False
8,16,2577.8836432317244,6032.055365939232,7.198639091872611,BS8,988.7614596673776,True,2.7596465341672194,1.2029507799170291,3.9625973140842485,0.7925194628168497,2,1500,250,8.655415345219994,8,3.9625973140842485,0,BS8_Node_5,assigned,False
8,17,3056.290011008762,6241.480690905042,4.686047419463285,BS7,923.5222033331548,True,4.262041028874135,1.3244433765599881,5.586484405434123,1.1172968810868247,9,3500,450,9.004552550162929,8,5.586484405434123,0,BS7_Node_3,assigned,False
8,18,2884.056240558361,5231.859214457617,4.443493659212255,BS8,216.96172226405693,True,2.3444257888637856,0.46691821890038576,2.8113440077641716,0.5622688015528343,4,2000,300,6.097701550907305,8,2.8113440077641716,0,BS8_Node_6,assigned,False
8,19,2178.9742488342363,5008.384897748243,3.0174150183331223,BS8,576.2766807776713,True,2.624670283055856,0.8308403794307053,3.4555106624865615,0.6911021324973123,3,1800,280,9.073957356000788,8,3.4555106624865615,0,BS8_Node_7,assigned,False
8,2,1583.19,2989.45,0.0,BS10,445.64654065750375,True,3.2320906417572757,0.7811348096943894,4.013225451451665,0.802645090290333,7,2800,380,6.777740946958837,8,4.013225451451665,0,BS10_Node_3,assigned,False
8,20,1855.8956485545616,1244.136507463524,4.7588306036079295,BS5,681.9332282480668,True,3.23637094514911,0.9741324502269888,4.210503395376099,0.8421006790752199,6,2500,350,8.624232044447137,8,4.210503395376099,0,BS5_Node_4,assigned,False
8,21,1708.41518781197,2317.2259928506865,1.4447390855755657,BS5,862.3575994603455,True,2.261623582081482,1.0653796277314715,3.327003209812953,0.6654006419625906,0,1000,200,9.541860822039464,8,3.327003209812953,0,BS5_Node_5,assigned,False
8,22,3096.300327383838,4110.800213064171,2.1452568294713275,BS4,418.34413043446415,True,2.9452282441156963,0.7385496232431213,3.6837778673588177,0.7367555734717636,6,2500,350,8.783647105632953,8,3.6837778673588177,0,BS4_Node_9,assigned,False
8,23,2034.1960736126566,5920.42417724746,2.4183119516586884,BS9,611.3334752431798,True,3.366355313757244,0.9277933892261785,4.294148702983422,0.8588297405966845,7,2800,380,9.393345389406639,8,4.294148702983422,0,BS9_Node_3,assigned,False
