timestamp,container_id,cpu_percent,mem_usage,mem_limit,net_in,net_out,block_in,block_out,pids,source_file,file_timestamp,ram_used,ram_total,swap_used,swap_total,avg_cpu,cpu_temp,cycles,instructions
2025-03-10 17:52:26,00c51c076cec,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_175139.log,175139,1948,3964,53,1982,8.0,28.0,,
2025-03-10 17:52:27,00c51c076cec,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_175139.log,175139,1959,3964,53,1982,8.25,28.5,,
2025-03-10 17:52:29,00c51c076cec,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_175139.log,175139,1947,3964,53,1982,10.5,28.5,,
2025-03-10 17:52:31,00c51c076cec,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_175139.log,175139,1948,3964,53,1982,8.75,28.5,,
2025-03-10 17:52:32,00c51c076cec,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_175139.log,175139,1947,3964,53,1982,9.5,28.5,,
2025-03-10 17:52:34,00c51c076cec,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_175139.log,175139,1947,3964,53,1982,7.0,28.0,,
2025-03-10 17:52:35,00c51c076cec,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_175139.log,175139,1950,3964,53,1982,16.0,28.0,,
2025-03-10 17:52:37,00c51c076cec,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_175139.log,175139,1948,3964,53,1982,9.0,28.0,,
2025-03-10 17:52:39,00c51c076cec,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_175139.log,175139,1948,3964,53,1982,8.75,28.0,,
2025-03-10 17:52:40,00c51c076cec,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_175139.log,175139,1942,3964,53,1982,10.25,27.5,,
2025-03-10 17:54:58,e09fd8a4305d,40.47,23.28MiB,512MiB,838B,0B,39.4MB,0B,10,docker_stats_20250310_175458.log,175458,1996,3964,53,1982,50.25,29.0,,
2025-03-10 17:55:01,e09fd8a4305d,42.82,30.77MiB,512MiB,2.16kB,0B,52.4MB,0B,10,docker_stats_20250310_175458.log,175458,1973,3964,53,1982,20.75,28.5,,
2025-03-10 17:55:03,e09fd8a4305d,43.79,34.46MiB,512MiB,2.36kB,0B,63.6MB,0B,10,docker_stats_20250310_175458.log,175458,1990,3964,53,1982,18.0,28.0,,
2025-03-10 17:55:06,e09fd8a4305d,33.98,38.99MiB,512MiB,2.36kB,0B,70.6MB,0B,10,docker_stats_20250310_175458.log,175458,1982,3964,53,1982,16.0,28.0,,
2025-03-10 17:55:09,e09fd8a4305d,33.77,55.17MiB,512MiB,4.07MB,19.9kB,70.7MB,0B,16,docker_stats_20250310_175458.log,175458,1990,3964,53,1982,15.5,28.0,,
2025-03-10 17:55:11,e09fd8a4305d,41.09,64.09MiB,512MiB,4.07MB,19.9kB,70.7MB,0B,16,docker_stats_20250310_175458.log,175458,2000,3964,53,1982,22.5,28.5,,
2025-03-10 17:55:14,e09fd8a4305d,40.04,73.38MiB,512MiB,5.4MB,35.4kB,78.3MB,0B,30,docker_stats_20250310_175458.log,175458,2013,3964,53,1982,19.25,28.5,,
2025-03-10 17:55:16,e09fd8a4305d,40.79,75.65MiB,512MiB,5.4MB,35.4kB,78.3MB,0B,30,docker_stats_20250310_175458.log,175458,2012,3964,53,1982,23.75,28.5,,
2025-03-10 17:55:19,e09fd8a4305d,40.56,75.98MiB,512MiB,5.4MB,35.4kB,78.3MB,0B,30,docker_stats_20250310_175458.log,175458,2015,3964,53,1982,24.25,28.0,,
2025-03-10 17:55:21,e09fd8a4305d,0.43,79.8MiB,512MiB,5.41MB,41.3kB,78.3MB,0B,30,docker_stats_20250310_175458.log,175458,2029,3964,53,1982,39.75,28.5,,
2025-03-10 17:55:24,e09fd8a4305d,0.43,79.8MiB,512MiB,5.41MB,41.3kB,78.3MB,0B,30,docker_stats_20250310_175458.log,175458,2020,3964,53,1982,9.25,28.0,,
2025-03-10 17:55:27,e09fd8a4305d,0.38,79.8MiB,512MiB,5.41MB,41.3kB,78.3MB,0B,30,docker_stats_20250310_175458.log,175458,2029,3964,53,1982,7.75,27.5,,
2025-03-10 17:55:29,e09fd8a4305d,0.3,79.8MiB,512MiB,5.41MB,41.3kB,78.3MB,0B,30,docker_stats_20250310_175458.log,175458,2030,3964,53,1982,11.5,28.0,,
2025-03-10 17:55:32,e09fd8a4305d,0.49,79.8MiB,512MiB,5.41MB,41.3kB,78.3MB,0B,30,docker_stats_20250310_175458.log,175458,2031,3964,53,1982,15.25,27.5,,
2025-03-10 17:55:35,e09fd8a4305d,0.42,79.8MiB,512MiB,5.41MB,41.3kB,78.3MB,0B,30,docker_stats_20250310_175458.log,175458,2020,3964,53,1982,10.75,28.0,,
2025-03-10 17:55:37,e09fd8a4305d,0.59,79.8MiB,512MiB,5.41MB,41.3kB,78.3MB,0B,30,docker_stats_20250310_175458.log,175458,2031,3964,53,1982,8.25,27.5,,
2025-03-10 17:55:40,e09fd8a4305d,0.41,79.8MiB,512MiB,5.41MB,41.3kB,78.3MB,0B,30,docker_stats_20250310_175458.log,175458,2020,3964,53,1982,10.0,28.0,,
2025-03-10 17:55:42,e09fd8a4305d,0.49,79.8MiB,512MiB,5.41MB,41.3kB,78.3MB,0B,30,docker_stats_20250310_175458.log,175458,2033,3964,53,1982,13.75,28.0,,
2025-03-10 17:55:45,e09fd8a4305d,0.46,79.8MiB,512MiB,5.41MB,41.3kB,78.3MB,0B,30,docker_stats_20250310_175458.log,175458,2032,3964,53,1982,7.75,28.0,,
2025-03-10 17:55:48,e09fd8a4305d,0.5,79.8MiB,512MiB,5.41MB,41.3kB,78.3MB,0B,30,docker_stats_20250310_175458.log,175458,2019,3964,53,1982,10.0,28.0,,
2025-03-10 17:55:50,e09fd8a4305d,0.36,79.8MiB,512MiB,5.41MB,41.3kB,78.3MB,0B,30,docker_stats_20250310_175458.log,175458,2032,3964,53,1982,9.75,28.0,,
2025-03-10 17:55:53,e09fd8a4305d,0.47,79.8MiB,512MiB,5.41MB,41.3kB,78.3MB,0B,30,docker_stats_20250310_175458.log,175458,2020,3964,53,1982,9.0,27.5,,
2025-03-10 17:55:56,e09fd8a4305d,0.62,79.8MiB,512MiB,5.41MB,41.3kB,78.3MB,0B,30,docker_stats_20250310_175458.log,175458,2020,3964,53,1982,7.75,28.0,,
2025-03-10 17:55:58,e09fd8a4305d,0.31,79.8MiB,512MiB,5.41MB,41.3kB,78.3MB,0B,21,docker_stats_20250310_175458.log,175458,2019,3964,53,1982,9.0,27.5,,
2025-03-10 17:58:42,5b14c48454f7,41.41,25.58MiB,512MiB,1.95kB,0B,39.4MB,0B,10,docker_stats_20250310_175842.log,175842,2001,3964,53,1982,16.5,27.5,490719056.0,273763849.0
2025-03-10 17:58:45,5b14c48454f7,40.51,32.14MiB,512MiB,2.16kB,0B,52.1MB,0B,10,docker_stats_20250310_175842.log,175842,1993,3964,53,1982,16.25,28.5,351252290.0,204112368.0
2025-03-10 17:58:48,5b14c48454f7,40.59,37.37MiB,512MiB,2.36kB,0B,63.7MB,0B,10,docker_stats_20250310_175842.log,175842,2010,3964,53,1982,23.5,27.5,352844358.0,218357130.0
2025-03-10 17:58:50,5b14c48454f7,18.64,40.55MiB,512MiB,2.36kB,0B,70.6MB,0B,10,docker_stats_20250310_175842.log,175842,2011,3964,53,1982,19.25,28.0,352119176.0,208701388.0
2025-03-10 17:58:53,5b14c48454f7,40.55,48.61MiB,512MiB,4.08MB,25.3kB,70.7MB,0B,16,docker_stats_20250310_175842.log,175842,2014,3964,53,1982,8.5,27.5,92467946.0,49656722.0
2025-03-10 17:58:55,5b14c48454f7,40.81,62.39MiB,512MiB,4.61MB,30.3kB,78.3MB,0B,26,docker_stats_20250310_175842.log,175842,2020,3964,53,1982,17.75,28.0,420351785.0,234030551.0
2025-03-10 17:58:58,5b14c48454f7,41.07,63.29MiB,512MiB,5.66MB,48.8kB,78.3MB,0B,26,docker_stats_20250310_175842.log,175842,2030,3964,53,1982,22.75,28.0,468426443.0,246080498.0
2025-03-10 17:59:01,5b14c48454f7,42.2,64.74MiB,512MiB,6.71MB,60.2kB,78.3MB,0B,26,docker_stats_20250310_175842.log,175842,2018,3964,53,1982,24.0,28.5,429582744.0,221190298.0
2025-03-10 17:59:03,5b14c48454f7,39.75,66.65MiB,512MiB,8.29MB,66.3kB,78.3MB,0B,26,docker_stats_20250310_175842.log,175842,2032,3964,53,1982,24.0,28.0,386196145.0,200113687.0
2025-03-10 17:59:06,5b14c48454f7,40.34,68.38MiB,512MiB,8.29MB,66.3kB,78.3MB,0B,26,docker_stats_20250310_175842.log,175842,2026,3964,53,1982,23.0,28.0,394615623.0,220148086.0
2025-03-10 17:59:08,5b14c48454f7,39.95,70.04MiB,512MiB,8.29MB,66.3kB,78.3MB,0B,26,docker_stats_20250310_175842.log,175842,2052,3964,53,1982,29.5,29.5,437846486.0,258496793.0
2025-03-10 17:59:11,5b14c48454f7,40.68,71.41MiB,512MiB,8.29MB,66.3kB,78.3MB,0B,26,docker_stats_20250310_175842.log,175842,2043,3964,53,1982,32.5,29.0,476487286.0,258307070.0
2025-03-10 17:59:13,5b14c48454f7,40.87,70.7MiB,512MiB,8.29MB,66.3kB,78.3MB,0B,26,docker_stats_20250310_175842.log,175842,2042,3964,53,1982,24.5,28.5,426949479.0,310197556.0
2025-03-10 17:59:16,5b14c48454f7,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_175842.log,175842,2044,3964,53,1982,34.25,28.5,506846818.0,266269459.0
2025-03-10 17:59:18,5b14c48454f7,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_175842.log,175842,1958,3964,53,1982,14.5,28.0,,
2025-03-10 17:59:19,5b14c48454f7,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_175842.log,175842,1970,3964,53,1982,16.0,28.0,,
2025-03-10 17:59:21,5b14c48454f7,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_175842.log,175842,1958,3964,53,1982,9.75,28.0,,
2025-03-10 17:59:22,5b14c48454f7,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_175842.log,175842,1970,3964,53,1982,8.75,28.0,,
2025-03-10 17:59:24,5b14c48454f7,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_175842.log,175842,1969,3964,53,1982,10.75,28.0,,
2025-03-10 17:59:26,5b14c48454f7,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_175842.log,175842,1959,3964,53,1982,9.5,27.5,,
2025-03-10 17:59:27,5b14c48454f7,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_175842.log,175842,1968,3964,53,1982,10.75,28.0,,
2025-03-10 17:59:29,5b14c48454f7,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_175842.log,175842,1959,3964,53,1982,17.25,28.0,,
2025-03-10 17:59:30,5b14c48454f7,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_175842.log,175842,1968,3964,53,1982,11.5,28.0,,
2025-03-10 17:59:32,5b14c48454f7,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_175842.log,175842,1958,3964,53,1982,10.25,28.0,,
2025-03-10 17:59:33,5b14c48454f7,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_175842.log,175842,1968,3964,53,1982,11.0,28.0,,
2025-03-10 17:59:35,5b14c48454f7,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_175842.log,175842,1959,3964,53,1982,10.0,28.0,,
2025-03-10 17:59:37,5b14c48454f7,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_175842.log,175842,1958,3964,53,1982,6.75,28.0,,
2025-03-10 17:59:38,5b14c48454f7,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_175842.log,175842,1970,3964,53,1982,9.0,28.0,,
2025-03-10 17:59:40,5b14c48454f7,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_175842.log,175842,1959,3964,53,1982,11.75,28.0,,
2025-03-10 17:59:41,5b14c48454f7,0.0,0B,0B,0B,0B,0B,0B,0,docker_stats_20250310_175842.log,175842,1968,3964,53,1982,8.5,28.0,,
